espen_loc,year_id,age_start,age_end,measure,draw_0
0.00448431
0.00784753
0.0263158
0.0263158
1
0
0
0.0033389
0.00389538
0
0
1
0
0
0.00277469
0.00277469
0
0
1
0
0
0.000553097
0.00110619
0
0
1
0
0
0.000555247
0.000555247
0
0
1
0
0
0
0
0.027027
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0.0263158
0
1
0
0
0
0
0
0
1
0
0
0
0
0.0277778
0
1
0
0
0
0
0.03125
0
1
0
0
0
0
0
0
1
0
0
0
0
0.0196078
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0.0238095
0
1
1
0
0
0
0
0
1
1
0
0
0
0
0
1
1
0
0
0
0
0
1
1
0
0
0
0
0
1
1
1
0
0
0
0
1
1
1
0
0
0
0
1
1
1
0
0
0
0
1
1
1
0
0
0
0
1
1
1
0
0
0
0
1
1
1
0
0
0
0
1
1
1
0
0
0.025
0
1
1
1
0
0
0.0363636
0
1
1
1
0
0
0.0192308
0
1
1
1
