draw_0
0.137549
0.283971
0.243902
0.243902
0
0
0
0.114254
0.281753
0.0869565
0.0869565
0
0
0
0.105438
0.281909
0.133333
0.133333
0
0
0
0.095
0.281111
0.025641
0.025641
0
0
0
0.0867861
0.274356
0.119048
0.119048
0
0
0
0.0849747
0.272369
0.075
0.075
0
0
0
0.0832858
0.270394
0.0322581
0.0322581
0
0
0
0.0786325
0.266097
0.21875
0.21875
0
0
0
0.0749574
0.264055
0.125
0.1
0
0
0
0.0674916
0.255906
0.0232558
0.0232558
0
0
0
0.0606232
0.252691
0.0377358
0.0188679
0
0
0
0.0530217
0.244584
0.0714286
0.0714286
0
0
0
0.0489749
0.235763
0.1
0.1
0
0
0
0.044
0.230286
0
0
0
0
0
0.0400229
0.22813
0.0512821
0.0512821
0
0
0
0.0346197
0.218502
0.0588235
0.0588235
0
0
0
0.030286
0.213124
0.0185185
0.0185185
0
0
0
0.0269512
0.207187
0.0508475
0.0508475
0
0
0
