espen_loc,year_id,age_start,age_end,measure,draw_0
0.00392377
0.00784753
0.0263158
0.0263158
1
0
0
0.00448431
0.00616592
0
0
1
0
0
0.00282167
0.00395034
0
0
1
0
0
0.00224467
0.00392817
0
0
1
0
0
0.0028169
0.0028169
0
0
1
0
0
0.00283768
0.00283768
0
0
1
0
0
0.00171233
0.00171233
0.0645161
0.0322581
1
0
0
0.000568182
0.000568182
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0.0185185
0
1
0
0
0
0
0.0243902
0
1
0
0
0
0
0.0181818
0
1
0
0
0
0
0
0
1
1
0
0
0
0
0
1
1
0
0
0
0
0
1
1
0
0
0
0
0
1
1
0
0
0
0
0
1
1
1
0
0
0
0
1
1
1
0
0
0
0
1
1
1
0
0
0
0
1
1
1
0
0
0
0
1
1
1
0
0
0
0
1
1
1
0
0
0
0
1
1
1
0
0
0.0588235
0
1
1
1
0
0
0.0263158
0
1
1
1
0
0
0
0
1
1
1
0
0
0.025641
0
1
1
1
0
0
0
0
1
1
1
0
0
0
0
1
1
1
0
0
0
0
1
1
1
