"RunningID","IUID","ScenStart","ScenFut","Endemicity"
480,"ETH18615","IA","65A.xIA","Non-endemic"
481,"GMB47663","Rest","65A.xDA","Non-endemic"
482,"GMB47659","Rest","65A.xDA","Non-endemic"
483,"GMB47657","Rest","65A.xDA","Non-endemic"
484,"GMB47661","Rest","65A.xDA","Non-endemic"
485,"GMB47658","Rest","65A.xDA","Non-endemic"
486,"MLI30013","IA","65A.xIA","Endemic (under post-intervention surveillance)"
487,"NGA37041","IA","65A.xIA","Endemic (under MDA)"
488,"NGA37052","IA","65A.xIA","Endemic (under MDA)"
489,"NGA36767","IA","65A.xIA","Endemic (under MDA)"
490,"NGA36773","IA","65A.xIA","Endemic (under MDA)"
491,"NGA36494","IA","65A.xIA","Non-endemic"
492,"SDN53221","IA","65A.xIA","Unknown"
493,"ETH18566","IA","65A.xIA","Non-endemic"
494,"ETH18532","IA","65A.xIA","Non-endemic"
495,"GMB47660","Rest","65A.xDA","Non-endemic"
496,"NGA37090","IA","65A.xIA","Endemic (under MDA)"
497,"SDN53358","IA","65A.xIA","Unknown"
498,"ETH18665","IA","65A.xIA","Non-endemic"
499,"NGA36785","IA","65A.xIA","Endemic (under MDA)"
500,"TCD10727","IA","65A.xIA","Non-endemic"
501,"ETH18680","IA","65A.xIA","Non-endemic"
502,"ETH18525","IA","65A.xIA","Non-endemic"
503,"SEN40223","IA","65A.xIA","Endemic (under MDA)"
504,"SEN40222","IA","65A.xIA","Endemic (under MDA)"
505,"BFA05363","IA","65A.xIA","Endemic (under post-intervention surveillance)"
506,"NGA37061","IA","65A.xIA","Non-endemic"
507,"NGA37107","IA","65A.xIA","Endemic (under MDA)"
508,"NGA37110","IA","65A.xIA","Endemic (under MDA)"
509,"NGA36765","IA","65A.xIA","Endemic (under MDA)"
510,"SDN53338","IA","65A.xIA","Unknown"
511,"SEN40210","IA","65A.xIA","Endemic (under MDA)"
512,"NGA36787","IA","65A.xIA","Endemic (under MDA)"
513,"NGA37055","IA","65A.xIA","Endemic (under MDA)"
514,"NGA37092","IA","65A.xIA","Endemic (under MDA)"
515,"NGA36487","IA","65A.xIA","Non-endemic"
516,"TCD10683","IA","65A.xIA","Non-endemic"
517,"SDN53322","IA","65A.xIA","Unknown"
518,"ETH18641","IA","65A.xIA","Endemic (MDA not delivered)"
519,"ETH18655","IA","65A.xIA","Non-endemic"
520,"BFA53001","IA","65A.xIA","Endemic (under post-intervention surveillance)"
521,"BFA05349","IA","65A.xIA","Endemic (under post-intervention surveillance)"
522,"NGA37105","IA","65A.xIA","Endemic (under MDA)"
523,"NGA36463","IA","65A.xIA","Endemic (under MDA)"
524,"NGA36775","IA","65A.xIA","Endemic (under MDA)"
525,"NGA36759","IA","65A.xIA","Endemic (under MDA)"
526,"NGA36783","IA","65A.xIA","Endemic (under MDA)"
527,"NGA37089","IA","65A.xIA","Endemic (under MDA)"
528,"CMR07485","IA","65A.xIA","Endemic (under post-intervention surveillance)"
529,"ETH19286","IA","65A.xIA","Non-endemic"
530,"SEN40181","IA","65A.xIA","Endemic (under MDA)"
531,"BFA05334","IA","65A.xIA","Endemic (under post-intervention surveillance)"
532,"NGA36779","IA","65A.xIA","Endemic (under MDA)"
533,"NGA36760","IA","65A.xIA","Endemic (under MDA)"
534,"NGA36486","IA","65A.xIA","Endemic (MDA not delivered)"
535,"TCD10680","IA","65A.xIA","Non-endemic"
536,"SDN53308","IA","65A.xIA","Unknown"
537,"SDN53360","IA","65A.xIA","Unknown"
538,"SDN53301","IA","65A.xIA","Unknown"
539,"ETH18530","IA","65A.xIA","Non-endemic"
540,"ETH18524","IA","65A.xIA","Non-endemic"
541,"ERI17453","Rest","65A.IDA","Non-endemic"
542,"SEN40183","IA","65A.xIA","Endemic (MDA not delivered)"
543,"MLI29996","IA","65A.xIA","Endemic (under post-intervention surveillance)"
544,"BFA05316","IA","65A.xIA","Endemic (under post-intervention surveillance)"
545,"NGA37042","IA","65A.xIA","Endemic (under MDA)"
546,"NGA37043","IA","65A.xIA","Endemic (under MDA)"
547,"NGA36752","IA","65A.xIA","Endemic (under MDA)"
548,"NGA36751","IA","65A.xIA","Endemic (under MDA)"
549,"NGA36782","IA","65A.xIA","Endemic (under MDA)"
550,"NGA36659","IA","65A.xIA","Endemic (under MDA)"
551,"NGA37081","IA","65A.xIA","Non-endemic"
552,"NGA37085","IA","65A.xIA","Non-endemic"
553,"TCD10684","IA","65A.xIA","Non-endemic"
554,"TCD10725","IA","65A.xIA","Non-endemic"
555,"SDN53341","IA","65A.xIA","Unknown"
556,"SDN53223","IA","65A.xIA","Requiring PC"
557,"SDN53318","IA","65A.xIA","Unknown"
558,"SDN53239","IA","65A.xIA","Unknown"
559,"SDN53264","IA","65A.xIA","Unknown"
560,"ETH18627","IA","65A.xIA","Non-endemic"
561,"ETH18673","IA","65A.xIA","Non-endemic"
562,"BFA05365","IA","65A.xIA","Endemic (under post-intervention surveillance)"
563,"NGA37063","IA","65A.xIA","Endemic (under MDA)"
564,"SDN53317","IA","65A.xIA","Unknown"
565,"ETH18516","IA","65A.xIA","Non-endemic"
566,"BFA05364","IA","65A.xIA","Endemic (under post-intervention surveillance)"
567,"NER35304","IA","65A.xIA","Endemic (under MDA)"
568,"NGA36753","IA","65A.xIA","Endemic (under MDA)"
569,"ETH18562","IA","65A.xIA","Non-endemic"
570,"ETH18657","IA","65A.xIA","Non-endemic"
571,"ETH19311","IA","65A.xIA","Non-endemic"
572,"SEN40225","IA","65A.xIA","Endemic (under MDA)"
573,"MLI30039","IA","65A.xIA","Endemic (under post-intervention surveillance)"
574,"NGA36771","IA","65A.xIA","Endemic (under MDA)"
575,"NGA36680","IA","65A.xIA","Endemic (under MDA)"
576,"NGA37080","IA","65A.xIA","Endemic (under MDA)"
577,"NGA36503","IA","65A.xIA","Endemic (MDA not delivered)"
578,"CMR07476","IA","65A.xIA","Endemic (under post-intervention surveillance)"
579,"ETH19287","IA","65A.xIA","Non-endemic"
580,"ETH18531","IA","65A.xIA","Non-endemic"
581,"SEN40203","IA","65A.xIA","Endemic (MDA not delivered)"
582,"SEN40179","IA","65A.xIA","Endemic (under MDA)"
583,"MLI30024","IA","65A.xIA","Endemic (under post-intervention surveillance)"
584,"MLI30029","IA","65A.xIA","Endemic (under post-intervention surveillance)"
585,"BFA05340","IA","65A.xIA","Endemic (under post-intervention surveillance)"
586,"BFA05347","IA","65A.xIA","Endemic (under post-intervention surveillance)"
587,"NGA36786","IA","65A.xIA","Endemic (under MDA)"
588,"NGA36754","IA","65A.xIA","Endemic (under MDA)"
589,"NGA36764","IA","65A.xIA","Endemic (under MDA)"
590,"NGA36667","IA","65A.xIA","Endemic (under MDA)"
591,"NGA36682","IA","65A.xIA","Endemic (under MDA)"
592,"NGA36657","IA","65A.xIA","Endemic (under MDA)"
593,"NGA36675","IA","65A.xIA","Endemic (under MDA)"
594,"NGA36671","IA","65A.xIA","Endemic (under MDA)"
595,"NGA36665","IA","65A.xIA","Endemic (under MDA)"
596,"NGA37088","Rest","65B.xxA","Non-endemic"
597,"TCD10726","IA","65A.xIA","Non-endemic"
598,"NGA37058","IA","65A.xIA","Endemic (under MDA)"
599,"NGA37054","IA","65A.xIA","Endemic (under MDA)"
600,"NGA37098","IA","65A.xIA","Endemic (under MDA)"
601,"SDN53355","IA","65A.xIA","Unknown"
602,"ETH18646","IA","65A.xIA","Non-endemic"
603,"MLI29995","IA","65A.xIA","Endemic (under post-intervention surveillance)"
604,"BFA05315","IA","65A.xIA","Endemic (under post-intervention surveillance)"
605,"BFA05313","IA","65A.xIA","Endemic (under post-intervention surveillance)"
606,"BFA05339","IA","65A.xIA","Endemic (under post-intervention surveillance)"
607,"BFA05366","IA","65A.xIA","Endemic (under post-intervention surveillance)"
608,"BFA05348","IA","65A.xIA","Endemic (under MDA)"
609,"NGA37060","IA","65A.xIA","Endemic (under MDA)"
610,"NGA36755","IA","65A.xIA","Endemic (under MDA)"
611,"NGA36672","IA","65A.xIA","Endemic (under MDA)"
612,"NGA36673","IA","65A.xIA","Endemic (under MDA)"
613,"NGA36501","IA","65A.xIA","Endemic (under MDA)"
614,"CMR07487","IA","65A.xIA","Endemic (under post-intervention surveillance)"
615,"SDN53328","IA","65A.xIA","Requiring PC"
616,"GNB23708","IA","65A.xIA","Not reported"
617,"GNB23706","IA","65A.xIA","Not reported"
618,"GNB23705","IA","65A.xIA","Not reported"
619,"GNB23658","IA","65A.xIA","Not reported"
620,"GNB23668","IA","65A.xIA","Not reported"
621,"GNB23666","IA","65A.xIA","Not reported"
622,"GNB23709","IA","65A.xIA","Not reported"
623,"GNB23725","IA","65A.xIA","Not reported"
624,"GNB23712","IA","65A.xIA","Not reported"
625,"GIN22608","IA","65A.xIA","Endemic (MDA not delivered)"
626,"NGA37104","IA","65A.xIA","Endemic (under MDA)"
627,"NGA36679","IA","65A.xIA","Endemic (under MDA)"
628,"NGA36664","IA","65A.xIA","Endemic (under MDA)"
629,"NGA36676","IA","65A.xIA","Endemic (under MDA)"
630,"TCD10685","IA","65A.xIA","Non-endemic"
631,"TCD10682","IA","65A.xIA","Non-endemic"
632,"SDN53229","IA","65A.xIA","Unknown"
633,"ETH18650","IA","65A.xIA","Endemic (MDA not delivered)"
634,"ETH18603","IA","65A.xIA","Non-endemic"
635,"ETH18645","IA","65A.xIA","Non-endemic"
636,"ETH19309","IA","65A.xIA","Non-endemic"
637,"SEN40226","IA","65A.xIA","Endemic (under MDA)"
638,"GNB23707","IA","65A.xIA","Not reported"
639,"GNB23716","IA","65A.xIA","Not reported"
640,"BFA05324","IA","65A.xIA","Endemic (under post-intervention surveillance)"
641,"NGA36793","IA","65A.xIA","Endemic (under MDA)"
642,"NGA37099","IA","65A.xIA","Endemic (under MDA)"
643,"NGA36781","IA","65A.xIA","Endemic (under MDA)"
644,"NGA36499","IA","65A.xIA","Non-endemic"
645,"SDN53330","IA","65A.xIA","Requiring PC"
646,"ETH18582","IA","65A.xIA","Non-endemic"
647,"ETH18578","IA","65A.xIA","Non-endemic"
648,"SEN40224","IA","65A.xIA","Endemic (under MDA)"
649,"GNB23717","IA","65A.xIA","Not reported"
650,"NGA36789","IA","65A.xIA","Endemic (MDA not delivered)"
651,"NGA37108","IA","65A.xIA","Endemic (under MDA)"
652,"NGA36769","IA","65A.xIA","Endemic (under MDA)"
653,"NGA36713","IA","65A.xIA","Endemic (under MDA)"
654,"NGA36662","IA","65A.xIA","Endemic (under MDA)"
655,"NGA36497","IA","65A.xIA","Endemic (MDA not delivered)"
656,"TCD10679","IA","65A.xIA","Non-endemic"
657,"SDN53227","IA","65A.xIA","Requiring PC"
658,"GNB23661","IA","65A.xIA","Not reported"
659,"GNB23659","IA","65A.xIA","Not reported"
660,"GNB23720","IA","65A.xIA","Not reported"
661,"GNB23726","IA","65A.xIA","Not reported"
662,"GNB23711","IA","65A.xIA","Not reported"
663,"BFA05337","IA","65A.xIA","Endemic (under post-intervention surveillance)"
664,"BFA05330","IA","65A.xIA","Endemic (under post-intervention surveillance)"
665,"NGA36761","IA","65A.xIA","Endemic (under MDA)"
666,"NGA36772","IA","65A.xIA","Endemic (under MDA)"
667,"NGA36731","IA","65A.xIA","Endemic (under MDA)"
668,"NGA36734","IA","65A.xIA","Endemic (under MDA)"
669,"NGA36663","IA","65A.xIA","Endemic (under MDA)"
670,"SDN53219","IA","65A.xIA","Requiring PC"
671,"ETH18586","IA","65A.xIA","Non-endemic"
672,"ETH19280","IA","65A.xIA","Non-endemic"
673,"GNB23691","IA","65A.xIA","Not reported"
674,"GNB23704","IA","65A.xIA","Not reported"
675,"GNB23727","IA","65A.xIA","Not reported"
676,"GIN22638","IA","65A.xIA","Endemic (MDA not delivered)"
677,"MLI29997","IA","65A.xIA","Endemic (under post-intervention surveillance)"
678,"BFA05325","IA","65A.xIA","Endemic (under post-intervention surveillance)"
679,"BFA05322","IA","65A.xIA","Endemic (under MDA)"
680,"NGA36446","Rest","65B.xxA","Non-endemic"
681,"TCD10673","IA","65A.xIA","Non-endemic"
682,"SDN53352","IA","65A.xIA","Requiring PC"
683,"ETH18597","IA","65A.xIA","Non-endemic"
684,"ETH18505","IA","65A.xIA","Non-endemic"
685,"GNB23702","IA","65A.xIA","Not reported"
686,"GNB23700","IA","65A.xIA","Not reported"
687,"GNB23696","IA","65A.xIA","Not reported"
688,"GNB23735","IA","65A.xIA","Not reported"
689,"GNB23662","IA","65A.xIA","Not reported"
690,"GNB23724","IA","65A.xIA","Not reported"
691,"GIN22630","IA","65A.xIA","Endemic (MDA not delivered)"
692,"NGA37106","IA","65A.xIA","Endemic (under MDA)"
693,"NGA37101","IA","65A.xIA","Endemic (under MDA)"
694,"NGA37094","IA","65A.xIA","Non-endemic"
695,"SDN53349","IA","65A.xIA","Requiring PC"
696,"SDN53217","IA","65A.xIA","Requiring PC"
697,"GNB23688","IA","65A.xIA","Not reported"
698,"GNB23732","IA","65A.xIA","Not reported"
699,"GNB23739","IA","65A.xIA","Not reported"
700,"GNB23715","IA","65A.xIA","Not reported"
701,"BEN03214","IA","65A.xIA","Endemic (under post-intervention surveillance)"
702,"NGA36795","IA","65A.xIA","Endemic (under MDA)"
703,"NGA36656","IA","65A.xIA","Endemic (under MDA)"
704,"TCD10674","IA","65A.xIA","Non-endemic"
705,"SDN53340","IA","65A.xIA","Unknown"
706,"SDN53313","IA","65A.xIA","Unknown"
707,"SDN53236","IA","65A.xIA","Unknown"
708,"ETH18666","IA","65A.xIA","Non-endemic"
709,"GNB23687","IA","65A.xIA","Not reported"
710,"GNB23701","IA","65A.xIA","Not reported"
711,"MLI29998","IA","65A.xIA","Endemic (under post-intervention surveillance)"
712,"MLI30020","IA","65A.xIA","Endemic (under post-intervention surveillance)"
713,"BFA53004","IA","65A.xIA","Endemic (under post-intervention surveillance)"
714,"BFA05323","IA","65A.xIA","Endemic (under post-intervention surveillance)"
715,"NGA36784","IA","65A.xIA","Non-endemic"
716,"NGA37103","IA","65A.xIA","Endemic (under MDA)"
717,"NGA36777","IA","65A.xIA","Endemic (under MDA)"
718,"NGA36745","IA","65A.xIA","Endemic (under MDA)"
719,"NGA36681","IA","65A.xIA","Endemic (under MDA)"
720,"NGA37084","IA","65A.xIA","Endemic (under MDA)"
721,"NGA36502","IA","65A.xIA","Non-endemic"
722,"NGA36492","IA","65A.xIA","Non-endemic"
723,"TCD10671","IA","65A.xIA","Non-endemic"
724,"TCD10669","IA","65A.xIA","Non-endemic"
725,"SDN53224","IA","65A.xIA","Unknown"
726,"ETH18630","IA","65A.xIA","Non-endemic"
727,"GNB23692","IA","65A.xIA","Not reported"
728,"GNB23737","IA","65A.xIA","Not reported"
729,"GNB23667","IA","65A.xIA","Not reported"
730,"GNB23723","IA","65A.xIA","Not reported"
731,"NGA37100","IA","65A.xIA","Endemic (under MDA)"
732,"NGA37097","IA","65A.xIA","Endemic (under MDA)"
733,"NGA36756","IA","65A.xIA","Endemic (under MDA)"
734,"NGA36710","IA","65A.xIA","Endemic (under MDA)"
735,"NGA36677","IA","65A.xIA","Endemic (under MDA)"
736,"NGA36670","IA","65A.xIA","Endemic (under MDA)"
737,"NGA36433","Rest","65B.xxA","Non-endemic"
738,"NGA36496","IA","65A.xIA","Endemic (under MDA)"
739,"SDN53334","IA","65A.xIA","Requiring PC"
740,"ETH18599","IA","65A.xIA","Non-endemic"
741,"ETH18652","IA","65A.xIA","Non-endemic"
742,"ETH18521","IA","65A.xIA","Non-endemic"
743,"GNB23761","IA","65A.xIA","Not reported"
744,"GNB23663","IA","65A.xIA","Not reported"
745,"GNB23656","IA","65A.xIA","Not reported"
746,"GNB23728","IA","65A.xIA","Not reported"
747,"GIN22607","IA","65A.xIA","Endemic (MDA not delivered)"
748,"BFA05328","IA","65A.xIA","Endemic (under post-intervention surveillance)"
749,"NGA37102","IA","65A.xIA","Endemic (under MDA)"
750,"NGA36740","IA","65A.xIA","Endemic (under MDA)"
751,"NGA36735","IA","65A.xIA","Endemic (under MDA)"
752,"NGA36718","IA","65A.xIA","Endemic (under MDA)"
753,"NGA36678","IA","65A.xIA","Endemic (under MDA)"
754,"TCD10723","IA","65A.xIA","Non-endemic"
755,"TCD10748","IA","65A.xIA","Non-endemic"
756,"ETH18558","IA","65A.xIA","Non-endemic"
757,"ETH18626","IA","65A.xIA","Non-endemic"
758,"ETH18514","IA","65A.xIA","Non-endemic"
759,"GNB23699","IA","65A.xIA","Not reported"
760,"GNB23685","IA","65A.xIA","Not reported"
761,"MLI30003","IA","65A.xIA","Endemic (under post-intervention surveillance)"
762,"MLI30026","IA","65A.xIA","Endemic (under post-intervention surveillance)"
763,"NGA36790","IA","65A.xIA","Endemic (under MDA)"
764,"NGA36797","IA","65A.xIA","Endemic (under MDA)"
765,"NGA36794","IA","65A.xIA","Endemic (under MDA)"
766,"NGA37050","IA","65A.xIA","Endemic (under MDA)"
767,"NGA36778","IA","65A.xIA","Endemic (under MDA)"
768,"NGA36714","IA","65A.xIA","Endemic (under MDA)"
769,"TCD10722","IA","65A.xIA","Non-endemic"
770,"SDN53329","IA","65A.xIA","Requiring PC"
771,"SDN53331","IA","65A.xIA","Requiring PC"
772,"SSD44381","IA","65A.xIA","Endemic (MDA not delivered)"
773,"GNB23733","IA","65A.xIA","Not reported"
774,"GNB23736","IA","65A.xIA","Not reported"
775,"GNB23665","IA","65A.xIA","Not reported"
776,"GNB23721","IA","65A.xIA","Not reported"
777,"GIN22624","IA","65A.xIA","Non-endemic"
778,"GIN22612","IA","65A.xIA","Endemic (MDA not delivered)"
779,"BFA53003","IA","65A.xIA","Endemic (under post-intervention surveillance)"
780,"BFA05345","IA","65A.xIA","Endemic (under post-intervention surveillance)"
781,"NGA36768","IA","65A.xIA","Endemic (under MDA)"
782,"NGA36493","IA","65A.xIA","Non-endemic"
783,"SDN53215","IA","65A.xIA","Requiring PC"
784,"GNB23686","IA","65A.xIA","Not reported"
785,"GNB23689","IA","65A.xIA","Not reported"
786,"GNB23731","IA","65A.xIA","Not reported"
787,"GNB23734","IA","65A.xIA","Not reported"
788,"GNB23713","IA","65A.xIA","Not reported"
789,"BFA05342","IA","65A.xIA","Endemic (under post-intervention surveillance)"
790,"NGA37109","IA","65A.xIA","Endemic (under MDA)"
791,"NGA36708","IA","65A.xIA","Endemic (under MDA)"
792,"NGA36722","IA","65A.xIA","Endemic (under MDA)"
793,"NGA36669","IA","65A.xIA","Endemic (under MDA)"
794,"NGA36490","IA","65A.xIA","Endemic (under MDA)"
795,"NGA36485","IA","65A.xIA","Non-endemic"
796,"CMR07483","IA","65A.xIA","Endemic (under post-intervention surveillance)"
797,"SDN53222","IA","65A.xIA","Unknown"
798,"SDN53316","IA","65A.xIA","Requiring PC"
799,"SDN53320","IA","65A.xIA","Unknown"
800,"SDN53237","IA","65A.xIA","Requiring PC"
801,"SDN53258","IA","65A.xIA","Unknown"
802,"ETH18535","IA","65A.xIA","Non-endemic"
803,"GNB23694","IA","65A.xIA","Not reported"
804,"GNB23657","IA","65A.xIA","Not reported"
805,"GNB23660","IA","65A.xIA","Not reported"
806,"GNB23710","IA","65A.xIA","Not reported"
807,"BFA05353","IA","65A.xIA","Endemic (under post-intervention surveillance)"
808,"BFA05312","IA","65A.xIA","Endemic (under post-intervention surveillance)"
809,"NGA36791","IA","65A.xIA","Endemic (under MDA)"
810,"NGA36744","IA","65A.xIA","Endemic (under MDA)"
811,"TCD10731","IA","65A.xIA","Non-endemic"
812,"SDN53311","IA","65A.xIA","Requiring PC"
813,"SDN53240","IA","65A.xIA","Unknown"
814,"ETH18628","IA","65A.xIA","Non-endemic"
815,"ETH18622","IA","65A.xIA","Non-endemic"
816,"ETH18518","IA","65A.xIA","Non-endemic"
817,"GNB23738","IA","65A.xIA","Not reported"
818,"GNB23730","IA","65A.xIA","Not reported"
819,"NGA36706","IA","65A.xIA","Endemic (under MDA)"
820,"ETH18616","IA","65A.xIA","Endemic (under MDA)"
821,"GNB23693","IA","65A.xIA","Not reported"
822,"GNB23690","IA","65A.xIA","Not reported"
823,"GNB23645","IA","65A.xIA","Not reported"
824,"GNB23682","IA","65A.xIA","Not reported"
825,"GIN22640","IA","65A.xIA","Endemic (MDA not delivered)"
826,"BFA53005","IA","65A.xIA","Endemic (under post-intervention surveillance)"
827,"BFA05327","IA","65A.xIA","Endemic (under post-intervention surveillance)"
828,"NGA36801","IA","65A.xIA","Endemic (under MDA)"
829,"NGA36738","IA","65A.xIA","Endemic (under MDA)"
830,"NGA36661","IA","65A.xIA","Endemic (under MDA)"
831,"NGA36436","IA","65A.xIA","Endemic (under MDA)"
832,"NGA37091","IA","65A.xIA","Endemic (under MDA)"
833,"NGA37082","IA","65A.xIA","Endemic (under MDA)"
834,"TCD10732","Rest","65B.xxA","Non-endemic"
835,"ETH18692","IA","65A.xIA","Endemic (under MDA)"
836,"ETH18596","IA","65A.xIA","Non-endemic"
837,"ETH18594","IA","65A.xIA","Non-endemic"
838,"ETH18634","IA","65A.xIA","Non-endemic"
839,"GNB23695","IA","65A.xIA","Not reported"
840,"GNB23664","IA","65A.xIA","Not reported"
841,"BFA05341","IA","65A.xIA","Endemic (under post-intervention surveillance)"
842,"BEN03215","IA","65A.xIA","Endemic (under post-intervention surveillance)"
843,"NGA36774","IA","65A.xIA","Endemic (under MDA)"
844,"NGA36724","IA","65A.xIA","Endemic (under MDA)"
845,"NGA36730","IA","65A.xIA","Endemic (under MDA)"
846,"NGA36748","IA","65A.xIA","Endemic (under MDA)"
847,"NGA36674","IA","65A.xIA","Endemic (under MDA)"
848,"ETH18608","IA","65A.xIA","Non-endemic"
849,"GNB23697","IA","65A.xIA","Not reported"
850,"GNB23681","IA","65A.xIA","Not reported"
851,"GNB23647","IA","65A.xIA","Not reported"
852,"GNB23744","IA","65A.xIA","Not reported"
853,"GNB23669","IA","65A.xIA","Not reported"
854,"GIN22627","IA","65A.xIA","Endemic (MDA not delivered)"
855,"BFA05357","IA","65A.xIA","Endemic (under post-intervention surveillance)"
856,"BFA05338","IA","65A.xIA","Endemic (under post-intervention surveillance)"
857,"BFA05343","IA","65A.xIA","Endemic (under post-intervention surveillance)"
858,"BFA05331","IA","65A.xIA","Endemic (under MDA)"
859,"BFA05351","IA","65A.xIA","Endemic (under post-intervention surveillance)"
860,"NGA36725","IA","65A.xIA","Endemic (under MDA)"
861,"NGA36491","IA","65A.xIA","Non-endemic"
862,"SSD44378","IA","65A.xIA","Endemic (MDA not delivered)"
863,"ETH18510","IA","65A.xIA","Non-endemic"
864,"GNB23698","IA","65A.xIA","Not reported"
865,"GNB23680","IA","65A.xIA","Not reported"
866,"GNB23745","IA","65A.xIA","Not reported"
867,"GNB23714","IA","65A.xIA","Not reported"
868,"GNB23719","IA","65A.xIA","Not reported"
869,"GNB23722","IA","65A.xIA","Not reported"
870,"MLI30022","IA","65A.xIA","Endemic (under post-intervention surveillance)"
871,"NGA36762","IA","65A.xIA","Endemic (under MDA)"
872,"NGA36749","IA","65A.xIA","Endemic (under MDA)"
873,"NGA36721","IA","65A.xIA","Endemic (under MDA)"
874,"SDN53232","IA","65A.xIA","Unknown"
875,"ETH18576","IA","65A.xIA","Non-endemic"
876,"ETH18583","IA","65A.xIA","Non-endemic"
877,"ETH18610","IA","65A.xIA","Non-endemic"
878,"GNB23646","IA","65A.xIA","Not reported"
