"","IUID","pop"
"1743",0,0
"1744",0,0
"1745",0,0
"1746",0,0
"1747",0,0
"1748",0,0
"1749",0,0
"1750",1,382986
"1751",0,0
"1752",0,0
"1753",0,0
"1754",1,71738
"1755",1,99498
"1756",0,0
"1757",0,0
"1758",0,0
"1759",0,0
"1760",0,0
"1761",0,0
"1762",0,0
"1763",0,0
"1764",0,0
"1765",0,0
"1766",0,0
"1767",0,0
"1768",1,204861
"1769",1,82349
"1770",0,0
"1771",0,0
"1772",0,0
"1773",0,0
"1774",1,129929
"1775",1,79428
"1776",0,0
"1777",1,175626
"1778",0,0
"1779",0,0
"1780",0,0
"1781",1,109251
"1782",1,332974
"1783",1,29944
"1784",0,0
"1785",0,0
"1786",0,0
"1787",0,0
"1788",0,0
"1789",0,0
"1790",0,0
"1791",0,0
"1792",0,0
"1793",0,0
"1794",0,0
"1795",1,268656
"1796",0,0
"1797",0,0
"1798",0,0
"1799",0,0
"1800",1,222535
"1801",1,174930
"1802",0,0
"1803",1,149440
"1804",1,277077
"1805",0,0
"1806",1,75611
"1807",0,0
"1808",0,0
"1809",0,0
"1810",0,0
"1811",0,0
"1812",0,0
"1813",0,0
"1814",0,0
"1815",0,0
"1816",1,187803
"1817",1,264121
"1818",1,184873
"1819",0,0
"1820",0,0
"1821",0,0
"1822",0,0
"1823",0,0
"1824",0,0
"1825",0,0
"1826",1,300861
"1827",0,0
"1828",0,0
"1829",0,0
"1830",1,85535
"1831",1,232182
"1832",1,165323
"1833",1,121007
"1834",0,0
"1835",1,24318
"1836",0,0
"1837",0,0
"1838",0,0
"1839",0,0
"1840",1,293425
"1841",1,82574
"1842",1,314525
"1843",0,0
"1844",1,89857
"1845",1,184872
"1846",1,51085
"1847",1,192982
"1848",1,149433
"1849",1,124094
"1850",0,0
"1851",0,0
"1852",0,0
"1853",0,0
"1854",0,0
"1855",0,0
"1856",0,0
"1857",1,97564
"1858",1,185003
"1859",0,0
"1860",0,0
"1861",0,0
"1862",0,0
"1863",1,90490
"1864",0,0
"1865",0,0
"1866",0,0
"1867",0,0
"1868",0,0
"1869",0,0
"1870",1,113337
"1871",0,0
"1872",1,164728
"1873",1,133368
"1874",1,201938
"1875",1,219332
"1876",1,60004
"1877",0,0
"1878",0,0
"1879",1,129407
"1880",1,182847
"1881",1,305197
"1882",1,233055
"1883",1,219773
"1884",0,0
"1885",0,0
"1886",0,0
"1887",0,0
"1888",0,0
"1889",1,149675
"1890",0,0
"1891",0,0
"1892",0,0
"1893",0,0
"1894",0,0
"1895",0,0
"1896",1,102609
"1897",1,192107
"1898",1,160612
"1899",1,247284
"1900",1,275701
"1901",0,0
"1902",1,299040
"1903",1,189561
"1904",0,0
"1905",0,0
"1906",0,0
"1907",0,0
"1908",0,0
"1909",0,0
"1910",1,454792
"1911",1,72526
"1912",1,139356
"1913",1,105584
"1914",1,190165
"1915",0,0
"1916",0,0
"1917",1,409966
"1918",1,73363
"1919",1,24691
"1920",0,0
"1921",0,0
"1922",0,0
"1923",0,0
"1924",1,220023
"1925",1,303054
"1926",1,243497
"1927",0,0
"1928",1,162976
"1929",1,178026
"1930",1,294715
"1931",1,133392
"1932",1,91625
"1933",0,0
"1934",0,0
"1935",0,0
"1936",0,0
"1937",0,0
"1938",0,0
"1939",1,222906
"1940",0,0
"1941",1,263815
"1942",1,115562
"1943",1,105038
"1944",1,204870
"1945",1,119844
"1946",1,168621
"1947",1,30035
"1948",0,0
"1949",0,0
"1950",0,0
"1951",1,583626
"1952",0,0
"1953",0,0
"1954",0,0
"1955",1,104815
"1956",1,425421
"1957",1,204278
"1958",1,241803
"1959",1,109583
"1960",1,126176
"1961",1,111880
"1962",0,0
"1963",0,0
"1964",0,0
"1965",0,0
"1966",0,0
"1967",0,0
"1968",1,379586
"1969",1,379078
"1970",1,107229
"1971",0,0
"1972",1,181459
"1973",0,0
"1974",0,0
"1975",0,0
"1976",1,104555
"1977",1,368549
"1978",1,225589
"1979",0,0
"1980",0,0
"1981",1,189561
"1982",0,0
"1983",1,108082
"1984",0,0
"1985",0,0
"1986",1,270259
"1987",1,104700
"1988",0,0
"1989",0,0
"1990",1,207317
"1991",1,211869
"1992",1,146930
"1993",1,227827
"1994",1,360709
"1995",1,438999
"1996",0,0
"1997",0,0
"1998",0,0
"1999",1,98031
"2000",0,0
"2001",1,62995
"2002",0,0
"2003",1,203123
"2004",1,156805
"2005",1,361322
"2006",1,441482
"2007",1,494797
"2008",1,302850
"2009",0,0
"2010",0,0
"2011",0,0
"2012",1,160521
"2013",1,464739
"2014",1,180466
"2015",0,0
"2016",1,189871
"2017",0,0
"2018",0,0
"2019",1,129415
"2020",1,316349
"2021",1,113625
"2022",0,0
"2023",0,0
"2024",1,11735
"2025",0,0
"2026",0,0
"2027",0,0
"2028",0,0
"2029",0,0
"2030",0,0
"2031",0,0
"2032",0,0
"2033",1,51983
"2034",0,0
"2035",1,197953
"2036",0,0
"2037",0,0
"2038",1,56893
"2039",0,0
"2040",0,0
"2041",0,0
"2042",1,421250
"2043",1,250649
"2044",1,345011
"2045",1,259280
"2046",1,243069
"2047",1,181394
"2048",0,0
"2049",0,0
"2050",0,0
"2051",0,0
"2052",0,0
"2053",1,103618
"2054",1,190794
"2055",1,151299
"2056",0,0
"2057",0,0
"2058",0,0
"2059",1,186565
"2060",1,238303
"2061",1,199748
"2062",0,0
"2063",0,0
"2064",1,250923
"2065",0,0
"2066",0,0
"2067",0,0
"2068",0,0
"2069",1,145310
"2070",1,279459
"2071",0,0
"2072",1,142231
"2073",1,301737
"2074",1,220771
"2075",1,98539
"2076",1,311091
"2077",0,0
"2078",0,0
"2079",0,0
"2080",0,0
"2081",0,0
"2082",0,0
"2083",0,0
"2084",0,0
"2085",0,0
"2086",0,0
"2087",0,0
"2088",1,259500
"2089",0,0
"2090",0,0
"2091",0,0
"2092",0,0
"2093",1,360885
"2094",1,796516
"2095",0,0
"2096",1,72563
"2097",1,177861
"2098",1,212821
"2099",0,0
"2100",0,0
"2101",1,342832
"2102",1,151116
"2103",0,0
"2104",0,0
"2105",0,0
"2106",1,45156
"2107",0,0
"2108",0,0
"2109",1,301900
"2110",1,150882
"2111",1,157705
"2112",1,64256
"2113",1,74569
"2114",1,110040
"2115",1,103055
"2116",1,272406
"2117",0,0
"2118",1,45721
"2119",1,64337
"2120",1,138979
"2121",0,0
"2122",0,0
"2123",0,0
"2124",0,0
"2125",0,0
"2126",0,0
"2127",0,0
"2128",1,65328
"2129",1,315474
"2130",0,0
"2131",1,391045
"2132",1,130373
"2133",0,0
"2134",0,0
"2135",1,232205
"2136",1,221302
"2137",1,403363
"2138",1,103293
"2139",1,381327
"2140",0,0
"2141",0,0
"2142",0,0
"2143",0,0
"2144",1,106928
"2145",1,76033
"2146",1,151906
"2147",0,0
"2148",0,0
"2149",0,0
"2150",0,0
"2151",1,113075
"2152",0,0
"2153",1,189561
"2154",0,0
"2155",0,0
"2156",0,0
"2157",0,0
"2158",1,82588
"2159",0,0
"2160",1,203093
"2161",1,136273
"2162",1,58862
"2163",1,150725
"2164",0,0
"2165",0,0
"2166",0,0
"2167",0,0
"2168",0,0
"2169",1,400006
"2170",0,0
"2171",0,0
"2172",0,0
"2173",0,0
"2174",1,138521
"2175",0,0
"2176",0,0
"2177",1,426833
"2178",1,135546
"2179",0,0
"2180",1,83104
"2181",0,0
"2182",0,0
"2183",0,0
"2184",1,139914
"2185",1,462999
"2186",0,0
"2187",0,0
"2188",0,0
"2189",0,0
"2190",1,45382
"2191",1,232762
"2192",1,349331
"2193",1,317541
"2194",1,246591
"2195",1,234672
"2196",0,0
"2197",1,147968
"2198",0,0
"2199",0,0
"2200",0,0
"2201",0,0
"2202",0,0
"2203",0,0
"2204",0,0
"2205",0,0
"2206",1,108925
"2207",0,0
"2208",0,0
"2209",1,87732
"2210",1,246017
"2211",0,0
"2212",1,265173
"2213",0,0
"2214",0,0
"2215",0,0
"2216",1,175240
"2217",0,0
"2218",1,186590
"2219",0,0
"2220",1,164520
"2221",0,0
"2222",1,204592
"2223",1,290649
"2224",0,0
"2225",0,0
"2226",0,0
"2227",0,0
"2228",1,196399
"2229",1,317220
"2230",1,170656
"2231",0,0
"2232",0,0
"2233",0,0
"2234",0,0
"2235",0,0
"2236",1,124071
"2237",1,10519
"2238",1,207364
"2239",0,0
"2240",0,0
"2241",0,0
"2242",0,0
"2243",0,0
"2244",0,0
"2245",1,270006
"2246",0,0
"2247",1,77734
"2248",1,212335
"2249",0,0
"2250",0,0
"2251",1,231205
"2252",1,322671
"2253",1,145877
"2254",1,60794
"2255",1,95914
"2256",1,155477
"2257",0,0
"2258",0,0
"2259",0,0
"2260",0,0
"2261",0,0
"2262",0,0
"2263",1,280040
"2264",0,0
"2265",0,0
"2266",0,0
"2267",1,129024
"2268",1,118353
"2269",1,156745
"2270",1,90414
"2271",1,725876
"2272",1,321972
"2273",1,230785
"2274",1,174846
"2275",1,189561
"2276",1,189561
"2277",1,12968
"2278",1,36307
"2279",1,55429
"2280",1,133666
"2281",1,162957
"2282",0,0
"2283",1,371970
"2284",0,0
"2285",0,0
"2286",1,738357
"2287",0,0
"2288",1,200113
"2289",1,218370
"2290",1,288451
"2291",1,270653
"2292",0,0
"2293",1,65599
"2294",0,0
"2295",0,0
"2296",0,0
"2297",0,0
"2298",0,0
"2299",1,64652
"2300",1,310849
"2301",0,0
"2302",0,0
"2303",1,53280
"2304",0,0
"2305",1,917252
"2306",1,400616
"2307",0,0
"2308",1,322574
"2309",1,236967
"2310",0,0
"2311",0,0
"2312",0,0
"2313",0,0
"2314",0,0
"2315",0,0
"2316",1,221555
"2317",0,0
"2318",0,0
"2319",0,0
"2320",0,0
"2321",0,0
"2322",0,0
"2323",1,125252
"2324",1,70844
"2325",0,0
"2326",0,0
"2327",1,384727
"2328",1,205087
"2329",1,208221
"2330",1,158243
"2331",1,109867
"2332",1,86648
"2333",0,0
"2334",0,0
"2335",0,0
"2336",0,0
"2337",0,0
"2338",0,0
"2339",0,0
"2340",0,0
"2341",0,0
"2342",1,83156
"2343",1,101637
"2344",0,0
"2345",1,256597
"2346",1,23017
"2347",1,1185855
"2348",1,683018
"2349",0,0
"2350",0,0
"2351",0,0
"2352",0,0
"2353",0,0
"2354",0,0
"2355",0,0
"2356",1,98989
"2357",0,0
"2358",1,158964
"2359",1,233958
"2360",1,189561
"2361",1,88151
"2362",0,0
"2363",0,0
"2364",0,0
"2365",0,0
"2366",1,90329
"2367",1,158224
"2368",0,0
"2369",0,0
"2370",1,98326
"2371",1,37723
"2372",1,144345
"2373",1,211368
"2374",1,58244
"2375",1,101536
"2376",1,105228
"2377",1,122294
"2378",1,35540
"2379",0,0
"2380",0,0
"2381",1,219526
"2382",1,63634
"2383",0,0
"2384",1,70849
"2385",1,199181
"2386",1,115506
"2387",0,0
"2388",0,0
"2389",1,155231
"2390",1,337531
"2391",1,15913
"2392",1,40391
"2393",0,0
"2394",0,0
"2395",1,276931
"2396",0,0
"2397",0,0
"2398",0,0
"2399",1,213639
"2400",0,0
"2401",1,253173
"2402",1,202221
"2403",1,60843
"2404",1,113508
"2405",0,0
"2406",0,0
"2407",0,0
"2408",0,0
"2409",0,0
"2410",0,0
"2411",0,0
"2412",0,0
"2413",0,0
"2414",0,0
"2415",1,224138
"2416",1,223847
"2417",1,159554
"2418",1,65873
"2419",1,31343
"2420",0,0
"2421",0,0
"2422",0,0
"2423",0,0
"2424",0,0
"2425",0,0
"2426",0,0
"2427",0,0
"2428",0,0
"2429",1,193824
"2430",1,231630
"2431",1,209152
"2432",1,128581
"2433",0,0
"2434",0,0
"2435",0,0
"2436",1,114912
"2437",1,331366
"2438",0,0
"2439",0,0
"2440",1,174502
"2441",1,273130
"2442",1,200737
"2443",1,237716
"2444",1,56469
"2445",1,90034
"2446",1,42184
"2447",0,0
"2448",0,0
"2449",1,349228
"2450",1,141783
"2451",0,0
"2452",0,0
"2453",0,0
"2454",0,0
"2455",1,237662
"2456",0,0
"2457",1,295834
"2458",1,132532
"2459",1,206287
"2460",0,0
"2461",0,0
"2462",0,0
"2463",1,229378
"2464",0,0
"2465",0,0
"2466",0,0
"2467",0,0
"2468",1,95150
"2469",1,69999
"2470",1,243245
"2471",1,88472
"2472",0,0
"2473",0,0
"2474",0,0
"2475",0,0
"2476",0,0
"2477",1,110389
"2478",0,0
"2479",1,297858
"2480",0,0
"2481",1,189270
"2482",0,0
"2483",0,0
"2484",1,43887
"2485",1,69127
"2486",0,0
"2487",1,24222
"2488",1,92141
"2489",0,0
"2490",1,188390
"2491",1,286293
"2492",1,83810
"2493",1,429419
"2494",1,189561
"2495",1,248740
"2496",0,0
"2497",0,0
"2498",0,0
"2499",0,0
"2500",0,0
"2501",1,130907
"2502",0,0
"2503",0,0
"2504",1,305863
"2505",1,218123
"2506",1,258055
"2507",1,225977
"2508",1,204883
"2509",0,0
"2510",1,37103
"2511",1,275603
"2512",0,0
"2513",0,0
"2514",0,0
"2515",1,88978
"2516",0,0
"2517",0,0
"2518",0,0
"2519",0,0
"2520",1,142222
"2521",1,199611
"2522",0,0
"2523",1,44945
"2524",1,277155
"2525",0,0
"2526",0,0
"2527",0,0
"2528",0,0
"2529",1,210838
"2530",1,45330
"2531",0,0
"2532",1,165959
"2533",1,322100
"2534",0,0
"2535",0,0
"2536",1,215890
"2537",1,110648
"2538",1,142794
"2539",0,0
"2540",1,105224
"2541",0,0
"2542",1,218364
"2543",1,182290
"2544",1,101176
"2545",0,0
"2546",0,0
"2547",1,129339
"2548",1,80685
"2549",1,103954
"2550",0,0
"2551",0,0
"2552",1,416528
"2553",1,196737
"2554",1,157760
"2555",1,189561
"2556",0,0
"2557",0,0
"2558",0,0
"2559",0,0
"2560",1,171647
"2561",1,168885
"2562",0,0
"2563",1,287215
"2564",1,193067
"2565",1,160846
"2566",0,0
"2567",1,264827
"2568",1,337934
"2569",1,233221
"2570",1,49107
"2571",1,19869
"2572",0,0
"2573",0,0
"2574",0,0
"2575",1,94926
"2576",1,203132
"2577",1,147282
"2578",0,0
"2579",1,418264
"2580",0,0
"2581",1,276794
"2582",1,197138
"2583",1,136813
"2584",1,208327
"2585",1,42541
"2586",1,193957
"2587",0,0
"2588",0,0
"2589",0,0
"2590",1,170448
"2591",1,136225
"2592",1,112279
"2593",1,140571
"2594",1,180490
"2595",0,0
"2596",0,0
"2597",1,189561
"2598",1,60418
"2599",0,0
"2600",0,0
"2601",0,0
"2602",0,0
"2603",1,221786
"2604",1,191057
"2605",1,634630
"2606",0,0
"2607",0,0
"2608",1,154148
"2609",1,304182
"2610",1,85981
"2611",1,47678
"2612",1,75766
"2613",1,67534
"2614",0,0
"2615",1,456240
"2616",0,0
"2617",1,97233
"2618",1,150748
"2619",1,114652
"2620",0,0
"2621",1,198719
"2622",1,251631
"2623",1,234631
"2624",1,370844
"2625",1,27230
"2626",0,0
"2627",0,0
"2628",1,121468
"2629",1,84367
"2630",1,339748
"2631",0,0
"2632",1,125412
"2633",1,229616
"2634",1,72045
"2635",1,180396
"2636",1,176663
"2637",1,270598
"2638",0,0
"2639",1,313904
"2640",1,136838
"2641",0,0
"2642",1,80856
"2643",1,715981
"2644",0,0
"2645",1,197625
"2646",0,0
"2647",1,468756
"2648",0,0
"2649",1,32820
"2650",1,41825
"2651",1,89128
"2652",1,525933
"2653",1,76120
"2654",1,610731
"2655",1,176629
"2656",1,104942
"2657",1,108511
"2658",1,188611
"2659",1,89642
"2660",1,487089
"2661",1,241784
"2662",1,220468
"2663",1,211924
"2664",1,38662
"2665",0,0
"2666",0,0
"2667",1,180027
"2668",1,153136
"2669",1,257983
"2670",1,190225
"2671",0,0
"2672",1,29260
"2673",0,0
"2674",1,189561
"2675",0,0
"2676",1,63876
"2677",0,0
"2678",1,68255
"2679",1,185771
"2680",0,0
"2681",1,21908
"2682",1,25480
"2683",0,0
"2684",1,65171
"2685",1,286792
"2686",1,81263
"2687",0,0
"2688",1,810369
"2689",1,119440
"2690",1,302765
"2691",1,250116
"2692",0,0
"2693",0,0
"2694",1,65458
"2695",1,98787
"2696",0,0
"2697",0,0
"2698",1,189098
"2699",1,222015
"2700",1,93335
"2701",0,0
"2702",1,133029
"2703",1,42230
"2704",1,166757
"2705",1,106548
"2706",0,0
"2707",1,229863
"2708",1,261539
"2709",1,343875
"2710",1,138356
"2711",1,82018
"2712",1,73155
"2713",1,171715
"2714",1,51478
"2715",1,98304
"2716",0,0
"2717",1,81968
"2718",0,0
"2719",0,0
"2720",0,0
"2721",1,163078
"2722",0,0
"2723",1,80690
"2724",1,49758
"2725",1,201745
"2726",1,72952
"2727",1,440314
"2728",0,0
"2729",0,0
"2730",1,239187
"2731",1,189561
"2732",1,671079
"2733",1,122074
"2734",1,81146
"2735",1,145320
"2736",1,371681
"2737",1,45997
"2738",0,0
"2739",0,0
"2740",1,127387
"2741",0,0
"2742",0,0
"2743",0,0
"2744",0,0
"2745",1,264164
"2746",0,0
"2747",1,248030
"2748",0,0
"2749",0,0
"2750",1,21625
"2751",0,0
"2752",1,143444
"2753",1,186936
"2754",1,168561
"2755",1,167646
"2756",0,0
"2757",0,0
"2758",1,14717
"2759",0,0
"2760",1,89292
"2761",1,152694
"2762",1,134304
"2763",0,0
"2764",0,0
"2765",1,344315
"2766",0,0
"2767",1,405581
"2768",0,0
"2769",1,73444
"2770",1,149234
"2771",0,0
"2772",1,255092
"2773",1,215056
"2774",0,0
"2775",0,0
"2776",0,0
"2777",1,120566
"2778",1,57467
"2779",1,10579
"2780",1,60436
"2781",1,243645
"2782",1,306065
"2783",1,102951
"2784",1,181995
"2785",1,189561
"2786",1,340439
"2787",1,180490
"2788",1,296873
"2789",1,87813
"2790",0,0
"2791",1,92276
"2792",0,0
"2793",1,150942
"2794",1,290878
"2795",1,208860
"2796",1,170071
"2797",0,0
"2798",1,103912
"2799",1,78038
"2800",1,149846
"2801",1,83459
"2802",1,115957
"2803",1,19821
"2804",0,0
"2805",0,0
"2806",0,0
"2807",0,0
"2808",0,0
"2809",1,72128
"2810",0,0
"2811",0,0
"2812",0,0
"2813",1,138286
"2814",1,164899
"2815",0,0
"2816",1,177297
"2817",0,0
"2818",1,86659
"2819",1,139704
"2820",1,143057
"2821",0,0
"2822",1,26529
"2823",1,287006
"2824",1,202831
"2825",1,154690
"2826",0,0
"2827",1,312385
"2828",1,50106
"2829",1,22121
"2830",0,0
"2831",0,0
"2832",0,0
"2833",0,0
"2834",0,0
"2835",1,189561
"2836",1,116486
"2837",0,0
"2838",1,20776
"2839",0,0
"2840",1,194902
"2841",0,0
"2842",1,54941
"2843",1,56691
"2844",1,331953
"2845",0,0
"2846",0,0
"2847",0,0
"2848",1,182386
"2849",1,144171
"2850",1,83438
"2851",1,117152
"2852",0,0
"2853",1,21824
"2854",0,0
"2855",0,0
"2856",1,141492
"2857",0,0
"2858",0,0
"2859",0,0
"2860",1,141732
"2861",0,0
"2862",0,0
"2863",0,0
"2864",0,0
"2865",0,0
"2866",0,0
"2867",1,175089
"2868",0,0
"2869",0,0
"2870",0,0
"2871",1,123680
"2872",0,0
"2873",0,0
"2874",1,82694
"2875",1,157591
"2876",0,0
"2877",0,0
"2878",0,0
"2879",1,13211
"2880",0,0
"2881",1,28592
"2882",1,277191
"2883",1,562860
"2884",1,161388
"2885",0,0
"2886",1,85532
"2887",1,57423
"2888",1,246077
"2889",0,0
"2890",0,0
"2891",1,239733
"2892",1,236893
"2893",0,0
"2894",0,0
"2895",1,174314
"2896",0,0
"2897",0,0
"2898",0,0
"2899",0,0
"2900",1,182502
"2901",0,0
"2902",0,0
"2903",0,0
"2904",1,261508
"2905",1,223249
"2906",0,0
"2907",1,420049
"2908",0,0
"2909",0,0
"2910",1,44592
"2911",1,125684
"2912",1,220455
"2913",0,0
"2914",1,242975
"2915",1,298032
"2916",0,0
"2917",1,216095
"2918",1,911571
"2919",0,0
"2920",1,264458
"2921",1,210193
"2922",0,0
"2923",1,319976
"2924",0,0
"2925",1,103200
"2926",1,202669
"2927",0,0
"2928",1,146892
"2929",1,120362
"2930",1,404286
"2931",1,35997
"2932",1,312093
"2933",1,160007
"2934",1,323833
"2935",1,120081
"2936",1,43251
"2937",0,0
"2938",1,125344
"2939",0,0
"2940",0,0
"2941",1,144219
"2942",1,287961
"2943",0,0
"2944",0,0
"2945",1,159020
"2946",0,0
"2947",0,0
"2948",1,198334
"2949",1,165116
"2950",1,288714
"2951",1,186036
"2952",1,249459
"2953",0,0
"2954",1,277188
"2955",1,94792
"2956",0,0
"2957",1,85550
"2958",0,0
"2959",1,278726
"2960",1,126926
"2961",0,0
"2962",0,0
"2963",1,194993
"2964",1,445397
"2965",1,473723
"2966",1,121036
"2967",0,0
"2968",0,0
"2969",1,357937
"2970",0,0
"2971",1,156239
"2972",1,153056
"2973",1,137766
"2974",0,0
"2975",1,277850
"2976",1,264166
"2977",1,77357
"2978",0,0
"2979",0,0
"2980",1,119962
"2981",1,161065
"2982",1,110890
"2983",1,86735
"2984",1,314537
"2985",1,102490
"2986",0,0
"2987",1,197092
"2988",1,15956
"2989",1,54665
"2990",1,104727
"2991",1,115063
"2992",0,0
"2993",0,0
"2994",1,153378
"2995",0,0
"2996",1,240391
"2997",0,0
"2998",0,0
"2999",1,122792
"3000",0,0
"3001",1,17846
"3002",1,187867
"3003",1,427961
"3004",1,192989
"3005",0,0
"3006",1,75509
"3007",1,82675
"3008",1,125745
"3009",1,35156
"3010",0,0
"3011",1,73573
"3012",0,0
"3013",1,122265
"3014",1,231870
"3015",1,75443
"3016",1,112346
"3017",1,224359
"3018",1,47665
"3019",0,0
"3020",1,212564
"3021",1,123362
"3022",1,249638
"3023",1,62415
"3024",0,0
"3025",1,90619
"3026",1,344613
"3027",0,0
"3028",1,58410
"3029",1,128612
"3030",0,0
"3031",0,0
"3032",0,0
"3033",0,0
"3034",0,0
"3035",1,65570
"3036",1,88347
"3037",1,80176
"3038",1,170854
"3039",1,167335
"3040",0,0
"3041",1,58939
"3042",0,0
"3043",1,38736
"3044",1,188148
"3045",1,159191
"3046",0,0
"3047",1,331922
"3048",1,164762
"3049",1,8155
"3050",1,343686
"3051",1,277781
"3052",1,25022
"3053",1,134153
"3054",1,191409
"3055",1,279868
"3056",0,0
"3057",0,0
"3058",0,0
"3059",1,88717
"3060",1,236372
"3061",0,0
"3062",0,0
"3063",0,0
"3064",1,19388
"3065",1,143876
"3066",0,0
"3067",1,138822
"3068",1,95958
"3069",0,0
"3070",1,375069
"3071",1,40317
"3072",0,0
"3073",0,0
"3074",1,16578
"3075",1,42541
"3076",1,125703
"3077",1,276502
"3078",0,0
"3079",0,0
"3080",1,280858
"3081",0,0
"3082",0,0
"3083",1,311319
"3084",1,111105
"3085",1,274218
"3086",0,0
"3087",0,0
"3088",1,35069
"3089",1,564598
"3090",0,0
"3091",1,32103
"3092",1,75043
"3093",1,77790
"3094",0,0
"3095",1,234553
"3096",0,0
"3097",0,0
"3098",0,0
"3099",0,0
"3100",1,181561
"3101",1,182529
"3102",1,188983
"3103",0,0
"3104",0,0
"3105",0,0
"3106",0,0
"3107",1,250237
"3108",0,0
"3109",1,276334
"3110",1,293216
"3111",1,241012
"3112",1,5084
"3113",1,5386
"3114",1,19601
"3115",0,0
"3116",0,0
"3117",0,0
"3118",1,283453
"3119",0,0
"3120",0,0
"3121",0,0
"3122",0,0
"3123",0,0
"3124",1,206155
"3125",1,260505
"3126",0,0
"3127",1,585354
"3128",1,600313
"3129",0,0
"3130",0,0
"3131",0,0
"3132",0,0
"3133",0,0
"3134",0,0
"3135",0,0
"3136",0,0
"3137",0,0
"3138",0,0
"3139",0,0
"3140",0,0
"3141",1,147526
"3142",1,87594
"3143",1,444548
"3144",0,0
"3145",0,0
"3146",1,19382
"3147",1,5637
"3148",1,65105
"3149",0,0
"3150",0,0
"3151",0,0
"3152",0,0
"3153",0,0
"3154",1,151662
"3155",0,0
"3156",0,0
"3157",1,298159
"3158",1,315374
"3159",1,370557
"3160",0,0
"3161",1,335342
"3162",0,0
"3163",0,0
"3164",0,0
"3165",0,0
"3166",0,0
"3167",0,0
"3168",0,0
"3169",0,0
"3170",0,0
"3171",0,0
"3172",0,0
"3173",0,0
"3174",0,0
"3175",0,0
"3176",1,169393
"3177",0,0
"3178",0,0
"3179",1,549413
"3180",0,0
"3181",0,0
"3182",0,0
"3183",1,90516
"3184",1,15927
"3185",0,0
"3186",1,275470
"3187",0,0
"3188",0,0
"3189",1,237905
"3190",1,120063
"3191",0,0
"3192",0,0
"3193",1,21710
"3194",1,94456
"3195",1,90258
"3196",0,0
"3197",0,0
"3198",0,0
"3199",0,0
"3200",0,0
"3201",0,0
"3202",1,16631
"3203",1,50049
"3204",0,0
"3205",0,0
"3206",0,0
"3207",0,0
"3208",0,0
"3209",1,19253
"3210",0,0
"3211",1,187282
"3212",1,106718
"3213",1,196541
"3214",0,0
"3215",0,0
"3216",0,0
"3217",0,0
"3218",1,6587
"3219",1,99631
"3220",1,33873
"3221",0,0
"3222",0,0
"3223",0,0
"3224",1,17331
"3225",0,0
"3226",0,0
"3227",0,0
"3228",0,0
"3229",0,0
"3230",0,0
"3231",0,0
"3232",0,0
"3233",0,0
"3234",0,0
"3235",1,426762
"3236",0,0
"3237",0,0
"3238",0,0
"3239",0,0
"3240",0,0
"3241",0,0
"3242",0,0
"3243",1,222857
"3244",1,109765
"3245",0,0
"3246",0,0
"3247",0,0
"3248",0,0
"3249",1,20209
"3250",1,199403
"3251",1,169761
"3252",0,0
"3253",0,0
"3254",0,0
"3255",0,0
"3256",0,0
"3257",0,0
"3258",1,172999
"3259",0,0
"3260",0,0
"3261",0,0
"3262",0,0
"3263",0,0
"3264",1,110033
"3265",0,0
"3266",0,0
"3267",0,0
"3268",0,0
"3269",0,0
"3270",0,0
"3271",0,0
"3272",1,150382
"3273",0,0
"3274",0,0
"3275",0,0
"3276",0,0
"3277",0,0
"3278",0,0
"3279",1,157083
"3280",0,0
"3281",0,0
"3282",0,0
"3283",0,0
"3284",0,0
"3285",0,0
"3286",0,0
"3287",1,73793
"3288",0,0
"3289",0,0
"3290",0,0
"3291",0,0
"3292",0,0
"3293",1,121777
"3294",0,0
"3295",0,0
"3296",0,0
"3297",0,0
"3298",1,6699
"3299",0,0
"3300",0,0
"3301",0,0
"3302",0,0
"3303",0,0
"3304",1,61567
"3305",0,0
"3306",0,0
"3307",0,0
"3308",0,0
"3309",0,0
"3310",0,0
"3311",0,0
"3312",0,0
"3313",0,0
"3314",0,0
"3315",0,0
"3316",0,0
"3317",0,0
"3318",0,0
"3319",0,0
"3320",0,0
"3321",0,0
"3322",0,0
"3323",0,0
"3324",0,0
"3325",0,0
"3326",1,151668
"3327",1,106484
"3328",0,0
"3329",0,0
"3330",0,0
"3331",0,0
"3332",0,0
"3333",1,6659
"3334",0,0
"3335",1,178648
"3336",0,0
"3337",0,0
"3338",0,0
"3339",0,0
"3340",1,33556
"3341",0,0
"3342",0,0
"3343",0,0
"3344",0,0
"3345",0,0
"3346",0,0
"3347",0,0
"3348",0,0
"3349",1,15549
"3350",0,0
"3351",0,0
"3352",0,0
"3353",0,0
"3354",0,0
"3355",0,0
"3356",0,0
"3357",0,0
"3358",1,4015
"3359",1,140580
"3360",0,0
"3361",1,77200
"3362",0,0
"3363",0,0
"3364",0,0
"3365",0,0
"3366",0,0
"3367",1,10080
"3368",1,100913
"3369",1,88385
"3370",0,0
"3371",0,0
"3372",0,0
"3373",0,0
"3374",0,0
"3375",0,0
"3376",0,0
"3377",0,0
"3378",0,0
"3379",0,0
"3380",0,0
"3381",0,0
"3382",0,0
"3383",0,0
"3384",1,13466
"3385",0,0
"3386",0,0
"3387",0,0
"3388",0,0
"3389",1,124679
"3390",0,0
"3391",0,0
"3392",0,0
